ABC순	ABC	순
당나라	^당	나라
당느릅나무	당	느릅나무
당대표	당	대표
당래하다	당래	하다
당멸치	당	멸치
당선권	당선	권
당선작	당선	작
당신들	당신	들
당실거리다	당실	거리다
당실대다	당실	대다
당싯거리다	당싯	거리다
당싯당싯	당싯	당싯
당싯대다	당싯	대다
당연하다	당연	하다
당연히	당연	히
당옴	당	옴
당좌계정	한자 當座計定. 당좌	계정
당좌대부	한자 當座貸付. 당좌	대부
당좌대월	한자 當座貸越. 당좌	대월
당좌수표	당좌	수표
당좌예금	당좌	예금
당좌차월	한자 當座借越. 당좌	차월
당춧가루	당추	ㅅ	가루
당하다	당	하다
닿소리	닿	소리
대가족	대	가족
대각거리다	대각	거리다
대각대다	대각	대다
대갈통	대가리	통
대감마님	대감	마님
대거리	한자 對.	거리
대걸레	대	걸레
대게	대	게
대견스럽다	대견	스럽다
대견하다	대견	하다 < 근대 한국어 대견ᄒᆞ다
대결장	대결	장
대공포	대공	포
대괄호	대	괄호
대구광역시	대구	광역시
대구법	대구	법
대구치	대	구치
대굴거리다	대굴	거리다
대굴대다	대굴	대다
대규모	대	규모
대규모요란	대	규모	요란
대규모운동	대	규모	운동
대그락거리다	대그락	거리다
대그락대다	대그락	대다
대근하다	大	勤	하다
대기 현상	대기	현상
대기-해양 상호작용	대기	해양	상호작용
대기경계층	대기	경계	층
대기광현상	대기	광	현상
대기굴절	대기	굴절
대기권	대기	권
대기난류	대기	난류
대기대순환	대기	대	순환
대기먼지현상	대기	먼지	현상
대기물현상	대기	물	현상
대기복사	대기	복사
대기불안정	대기	불	안정
대기빛현상	대기	빛	현상
대기선도	대기	선	도
대기소용돌이	대기	소용돌이
대기습도	대기	습도
대기실	대기	실
대기안정도	대기	안정도
대기안정지수	한자 大氣.	한자 安定.	한자 指數.
대기열수지	대기	열	수지
대기오염	대기	오염
대기요란	대기	요란
대기자	대	기자
대기전기	대기	전기
대기전기현상	대기	전기	현상
대기조석	대기	조석
대기조성	대기	조성
대기줄	대기	줄
대기층	대기	층
대기투과	대기	투과
대기혼탁도	대기	혼탁	도
대기확산	대기	확산
대기후	대	기후
대기후학	대	기후	학
대기흡수	대기	흡수
대깍거리다	대깍	거리다
대깍대다	대깍	대다
대꾸하다	대꾸	하다
대꾼하다	대꾼	하다
대나무	대	나무
대나무색	대나무	색
대나무숲	대나무	숲
대내외적	대내외	적
대농갱이	대농	갱이
대단하다	대단	하다
대단히	대단	히
대답하다	대답	하다
대도시	대	도시
대동하다	대동	하다
대두어	대두	어
대들다	대	들다
대략적	대략	적
대량생산	대량	생산
대롱거리다	대롱	거리다
대롱대다	대롱	대다
대류고도	대류	고도
대류구름	대류	구름
대류구역	대류	구역
대류권	대류	권
대류권계면	대류권	계면
대류권제트기류	대류권	제트	기류
대류뇌우	대류	뇌우
대류성 비	대류	성	비
대류성 소나기	대류	성	소나기
대류성강수	대류	성	강수
대류순환	대류	순환
대류역전	대류	역전
대류온도	대류	온도
대류운	대류	운
대류응결고도	대류	응결	고도
대류현상	대류	현상
대륙검은지빠귀	대륙	검은	지빠귀
대륙고기압	대륙	고기압
대륙기단	대륙	기단
대륙기후	대륙	기후
대륙사슴	대륙	사슴
대륙송사리	대륙	송사리
대륙열대기단	대륙	열대	기단
대륙저기압	대륙	저기압
대륙종개	대륙	종개
대륙한대기단	대륙	한대	기단
대립적	대립	적
대립하다	대립	하다
대만 사람	^대만	사람
대만 원주민	대만	원주민
대만고무나무	^대만	고무나무
대만어	대만	어
대만인	대만	인
대면하다	대면	하다
대명사	대	명사
대못	대	못
대문자	한자 大文字. < 대	문자
대반야경회	대	반야경	회
대벌레	대	벌레
대변보다	대변	보다
대보름	대	보름
대보름날	대보름	날
대부분	대	부분
대분수	대	분수
대브리텐	대#大	^브리텐
대브리텐 및 북아일랜드 련합 왕국	^대브리텐	^북아일랜드	^련합 ^왕국
대브리튼	대#大	^브리튼
대비	대	비
대사관	대사	관
대상고기압	대	상	고기압
대상류	대상	류
대상분포	대상	분포
대상지수	대상	지수
대상풍	대상	풍
대서양	대	서양 < 大	西洋. 마테오 리치가 곤여만국전도에서 중국을 기준으로 해서 대양을 대서양, 소서양, 소동양, 대동양으로 나눴다.
대서양연어	대서양	연어
대서양청어	대서양	청어
대설경보	대설	경보
대설주의보	대설	주의보
대수롭다	대수	롭다
대수학	대수	학
대숲	대	숲
대신하다	대신	하다
대오리	대	오리
대왕고래	대왕	고래
대우주	대	우주
대우하다	대우	하다
대유행	대	유행
대응하다	대응	하다
대이름씨	대	이름	씨
대장간	대장	간
대장경	대장	경
대장암	대장	암
대장장이	대장	장이
대전광역시	대전	광역시
대전구름	대전	구름
대접전	대	접전
대조적	대조	적
대중가요	대중	가요
대중식당	대중	식당
대중음식점	대중	음식점
대중적	대중	적
대중화	대중	화
대지진	대	지진
대쪼각	대	쪼각
대쪽	대	쪽
대쪽칼	대쪽	칼
대청	대	청
대체로	대체	로
대추나무	대추	나무
대추색	대추	색
대추야자	대추	야자
대칭성	한자 對稱性. < 대칭	성
대칼	대	칼
대통령	영어 president > 근대 일본어에서 번역. 대	통령
대통령제	대통령	제
대포밥	대포	밥
대포알	대포	알
대표작	대표	작
대표하다	대표	하다
대피하다	대피	하다
대하다	대	하다
대학교	대	학교
대학생	대학	생
대학원	대학	원
대학원생	한자 大學院生. < 대학원	생
대합실	대합	실
대항적	대항	적
대항하다	대항	하다
대향범	대향	범
대호지	대호	지
대화방	대화	방
대화하다	대화	하다
댓글	대	ㅅ	글
댕그랑거리다	댕그랑	거리다
댕그랑대다	댕그랑	대다
댕기물떼새	댕기	물떼새
댕기운동	댕기	운동
댕기흰죽지	댕기	흰죽지
더끔더끔	더끔	더끔
더덜거리다	더덜	거리다
더덜기법	더	덜다 > 덜기	법
더덜대다	더덜	대다
더덜뭇하다	더덜뭇	하다
더덜이	더하다	덜다	이
더덩실거리다	더덩실	거리다
더덩실대다	더덩실	대다
더듬거리다	더듬	거리다
더듬대다	더듬	대다
더듬이	더듬	이
더듬이다리	더듬이	다리
더듬적거리다	더듬적	거리다
더듬적대다	더듬적	대다
더러운	더럽다	ㄴ
더러움	더럽다 > 더러우	ㅁ
더러워지다	더러워	지다
더벅거리다	더벅	거리다
더벅대다	더벅	대다
더부룩하다	더부룩	하다
더부살이	더불다	살다	이
더북하다	더북	하다
더빙하다	더빙	하다.
더뻑거리다	더뻑	거리다
더뻑대다	더뻑	대다
더없이	더	없이
더욱더	더욱	더
더욱더욱	더욱	더욱
더욱이	더욱	이
더운	덥다	ㄴ
더운물	더운	물
더운흐름	덥다	흐름
더움	덥다	ㅁ
더워지다	더워	지다
더위	덥	이
더위잡다	더위	잡다
더위팔기	더위	팔기
더펄거리다	더펄	거리다
더펄대다	더펄	대다
더펄더펄	더펄	더펄
더하기	더하	기
더하기하다	더하기	하다
더하다	더	하다
덕담하다	덕담	하다
덕더글거리다	덕더글	거리다
덕더글대다	덕더글	대다
덕후하다	덕후	하다.
던적스럽다	던적	스럽다
던져넣기	던지다 > 던져	넣기
덜거덕거리다	덜거덕	거리다
덜거덕대다	덜거덕	대다
덜거덩거리다	덜거덩	거리다
덜거덩대다	덜거덩	대다
덜걱거리다	덜걱	거리다
덜걱대다	덜걱	대다
덜걱덜걱하다	덜걱덜걱	하다
덜걱이다	덜걱	이다
덜겅거리다	덜겅	거리다
덜겅대다	덜겅	대다
덜겅이다	덜겅	이다
덜그럭거리다	덜그럭	거리다
덜그럭대다	덜그럭	대다
덜그렁거리다	덜그렁	거리다
덜그렁대다	덜그렁	대다
덜기	덜다 > 덜	기
덜꺼덕거리다	덜꺼덕	거리다
덜꺼덕대다	덜꺼덕	대다
덜꺼덩거리다	덜꺼덩	거리다
덜꺽거리다	덜꺽	거리다
덜꺽대다	덜꺽	대다
덜꺽이다	덜꺽	이다
덜껑거리다	덜껑	거리다
덜껑대다	덜껑	대다
덜껑덜껑	덜껑	덜껑
덜껑덜껑하다	덜껑덜껑	하다
덜껑이다	덜껑	이다
덜꿩나무	덜꿩	나무
덜덜거리다	덜덜	거리다
덜덜대다	덜덜	대다
덜된	덜되다	ㄴ
덜됨	덜되다	ㅁ
덜러덩거리다	덜러덩	거리다
덜러덩대다	덜러덩	대다
덜렁거리다	덜렁	거리다
덜렁대다	덜렁	대다
덜름하다	덜름	하다
덜커덕거리다	덜커덕	거리다
덜커덕대다	덜커덕	대다
덜커덩거리다	덜커덩	거리다
덜커덩대다	덜커덩	대다
덜컥거리다	덜컥	거리다
덜컥대다	덜컥	대다
덜컥덜컥하다	덜컥덜컥	하다
덜컥이다	덜컥	이다
덜컹거리다	덜컹	거리다
덜컹대다	덜컹	대다
덜컹덜컹	덜컹	덜컹
덜컹덜컹하다	덜컹덜컹	하다
덜컹이다	덜컹	이다
덜하다	덜	하다
덤불해오라기	덤불	해오라기
덥석거리다	덥석	거리다
덥석대다	덥석	대다
덥수룩하다	덥수룩	하다
덧글	덧	글
덧나무	덧	나무
덧니	덧	니
덧머리	덧	머리
덧붙다	덧	붙다
덧셈	더	ㅅ	셈
덧셈하다	덧셈	하다
덧없다	덧	없다
덩굴식물	덩굴	식물
덩굴옻나무	덩굴	옻나무
덩더꿍거리다	덩더꿍	거리다
덩더꿍대다	덩더꿍	대다
덩덩거리다	덩덩	거리다
덩덩대다	덩덩	대다
덩드럭거리다	덩드럭	거리다
덩드럭대다	덩드럭	대다
덩실거리다	덩실	거리다
덩실대다	덩실	대다
덩싯거리다	덩싯	거리다
덩싯대다	덩싯	대다
덮개	덮	개
덮밥	덮	밥.
데꾼하다	데꾼	하다
데려가다	데리다	가다
데식다	데	식다
데옥시리보핵산	영어 deoxyribo	핵산
데카메론	고대 그리스어 δέκα	ἡμέρα
덴마크어	덴마크	어
덴마크인	덴마크	인
뎅뎅	뎅	뎅
도근거리다	도근	거리다
도근대다	도근	대다
도근점	도근	점
도깨비바늘	도깨비	바늘
도깨비불	도깨비	불
도닥거리다	도닥	거리다
도닥대다	도닥	대다
도닥이다	도닥	이다
도담도담	도담	도담
도대체	도	대체
도덕률	도덕	률
도도록이	도도록	이
도도하다	도도	하다
도독도독하다	도독도독	하다
도독하다	도독	하다
도둑놈	도둑	놈
도둑정치	도둑	정치
도둑질	도둑	질
도둑질하다	도둑질	하다
도란거리다	도란	거리다
도란대다	도란	대다
도랑	근대 한국어 돌	앙
도랑물	도랑	물
도래하다	도래	하다
도려내다	도려	내다
도로수	한자 도로	수
도리반거리다	도리반	거리다
도리반대다	도리반	대다
도리반도리반	도리반	도리반
도망가다	도망	가다
도망병	도망	병
도망치다	도망	치다
도미노 효과	도미노	효과
도미니까 공화국	^도미니까	공화국
도미니까련방	도미니까	련방
도미니카 공화국	^도미니카	공화국
도미빵	도미	빵
도손거리다	도손	거리다
도손대다	도손	대다
도시 게릴라	도시	게릴라
도시 계획	도시	계획
도시개발산업	도시	개발	사업
도시기후	도시	기후
도시안개	도시	안개
도시열섬	도시	열	섬
도와주다	도와	주다
도우미	도움	이
도움	돕	음
도움말	도움	말
도움움직씨	도움	움직씨
도저히	도저	히
도전하다	도전	하다
도주병	도주	병
도중하차	도중	하차
도착하다	도착	하다
도토리묵	도토리	묵
도톰하다	도톰	하다
도톰히	도톰	히
도플러레이더	도플러	레이더
도플러효과	도플러	효과
도화뱅어	도화	뱅어
독가스	독	가스
독당근	독	당근
독도	독	섬
독립 성분	독립	성분
독립격 조사	독립격	조사	助詞
독립국가연합	독립	국가	연합
독립기념일	독립	기념일
독립운동	독립	운동
독립운동가	독립	운동	가
독립적	독립	적
독립하다	독립	하다
독미나리	독	미나리
독버섯	독	버섯
독불장군	독불	장군
독살하다	독살	하다
독서하다	독서	하다.
독선적	독선	적
독수리	독	수리
독습하다	독습	하다
독식하다	독식	하다
독신자	독신	자
독실하다	독실	하다
독약	독	약
독연극	독	연극
독일 민주 공화국	^독일	민주	공화국
독일 사람	^독일	사람
독일 연방 공화국	^독일	연방	공화국
독일어	독일	어
독재하다	독재	하다
독점하다	독점	하다
독존적	독존	적
독좌하다	독좌	하다
독직하다	독직	하다
독창적	독창	적
독창하다	독창	하다
독촉하다	독촉	하다
독특하다	독특	하다
독파하다	독파	하다.
독하다	독	하다
독학하다	독학	하다
독해하다	독해	하다.
독행하다	독행	하다
돈	돌다	ㄴ
돈끽하다	돈끽	하다
돈닢	돈	닢
돈독	돈	독
돈박하다	돈박	하다
돈벌레	돈	벌레
돈사하다	돈사	하다
돈세탁	돈	세탁
돈절하다	돈절	하다
돈정하다	돈정	하다
돈지랄	돈	지랄
돈지랄하다	돈지랄	하다
돈표	돈	표
돌가자미	돌	가자미
돌격하다	돌격	하다
돌고래	돌	고래
돌기운동	돌기	운동
돌기위반	돌기	위반
돌기하다	돌기	하다
돌김	돌	김
돌나물	돌	나물
돌다리	돌	다리
돌담	돌	담
돌대가리	돌	대가리
돌덧널무덤	돌	덧널	무덤
돌덩이	돌	덩이
돌돌거리다	돌돌	거리다
돌돌대다	돌돌	대다
돌돌이	돌돌	이
돌려주다	돌려	주다
돌림틀	돌리다 > 돌림	틀
돌림판	돌림	판
돌머리	돌	머리
돌멩이	돌	멩이
돌무덤	돌	무덤
돌무화과나무	돌	무화과나무
돌물	돌	물
돌물떼새	돌	물떼새
돌바숨기	돌	바수다	기
돌발적	돌발	적
돌발하다	돌발	하다
돌발홍수	돌발	홍수
돌방	돌	방
돌방무덤	돌	방	무덤
돌밭	돌	밭
돌버섯	돌	버섯
돌변하다	돌변	하다
돌사태	돌	사태
돌솜	돌	솜
돌솥	돌	솥
돌싱	돌	싱
돌아가다	돌아	가다
돌아다니다	돌다 > 돌아	다니다
돌아서다	돌다	서다
돌양지꽃	돌	양지꽃
돌연승온	돌연	승온
돌연히	돌연	히
돌이점표식	돌다 > 돌이	점
돌입하다	돌입	하다
돌잔치	돌	잔치
돌잡이	돌 잡	이
돌진하다	돌진	하다
돌집	돌	집
돌출하다	돌출	하다
돌투성이	돌	투성이
돌판	돌	판
돌풍기간	돌풍	기간
돌풍률	돌풍	률
돌풍전선	돌풍	전선
돌하르방	돌	하르방
돔발상어	돔발	상어
동거가족	동거	가족
동결도일	동결	도	일
동경하다	동경	하다
동계 스포츠	동계	스포츠
동계 올림픽	동계	올림픽.
동고서저형	동	고	서	저	형
동그라미	동그랗다 > 동그라	ㅁ	이
동그란	동그랗다	ㄴ
동그람	동그랗다	ㅁ
동남아시아	동남	아시아
동네	동	네
동네예보	동네	예보
동녘	동	녘
동등하다	동등	하다
동떨어지다	동	떨어지다
동료 평가	동료	평가
동류항	동류	항
동메달	동	메달
동메달리스트	동	메달리스트
동면하다	동면	하다
동명사	동	명사
동명이인	한자 同名異人. < 동명	이인
동명인	한자 同名人. < 동명	인
동무들	동무	들
동물공포증	동물	공포증
동물원	동물	원
동물적	한자 動物的. < 동물	적
동물학	동물	학
동반하다	동반	하다
동방종개	동방	종개
동백꽃	동백	꽃
동버들개	동	버들개
동부꾸드스	동부	꾸드스
동부띠모르	포르투갈어 'Timor-Leste' > 동부	띠모르
동부프로씨야	동부	프로씨야
동사하다	동사	하다
동상해	동상	해
동서류	동서	류
